ReviewTitle,ReviewBody,ReviewStar,Product,Price,Brand,Model
"Defective
","I can head sound only in one ear.. it is defective
",1,JBL T205BT,1799.0,JBL,T205BT
"All that glitters... you know the rest!
","For being priced at INR 2,199 (that is how much I got it at) it clearly lacks the JBL standard. I haven't yet tested the battery life or noise cancellation but I'm not concerned about them tbh. It's the sound which prompted me to buy these earpods and I'm very disappointed with the sound quality and had they been offered at even half the price I got it at, it still wouldn't have been a good deal.
",2,JBL T205BT,1799.0,JBL,T205BT
"Quality is not good
","Don't buy this product, wist of money there product. Jbl company is bad product no service center
",1,JBL T205BT,1799.0,JBL,T205BT
"Bit costly
","A good build earphone
",3,JBL T205BT,1799.0,JBL,T205BT
"Never buy this... Poor quality product
","The product from JBL is not of good built quality. I am using it around 1 month the left side rubber got damaged it is not at al a replaceable one so you can't fix it. And right ear speaker is not working properly. I suggest all of you don't buy this product. And now ithe return window is closed so am unable to return it. Waste of money. Never ever buy this.
",1,JBL T205BT,1799.0,JBL,T205BT
"Oneside not working
","One side of the earphone not working in 1 month of purchase. JBL and Amazon are helpless on this. Its also not cheap.
",1,JBL T205BT,1799.0,JBL,T205BT
"Very nice sound
","It's very good
",5,JBL T205BT,1799.0,JBL,T205BT
"Disappointed with the quality
","Very bad quality, using not more than a month, the left side is not working â?¹ï¸ Please advise how to exchange or return this product !!
",1,JBL T205BT,1799.0,JBL,T205BT
"Good sound
","Slips from the ear
",4,JBL T205BT,1799.0,JBL,T205BT
"Waste of money.
","It's stop working after one month. All is good nut working is bad.
",1,JBL T205BT,1799.0,JBL,T205BT
"for this price sound and ear bud  is not good
","battery life is good but sound is not good and in ear is not good fiting
",1,JBL T205BT,1799.0,JBL,T205BT
"This is my bad experience with amazon
","These earphone is not suitable in ear so every minute they are not properly fit. JBL is great brand but this is bad earphone I have seen. JBL is too costly. When is return this earphone amazon is not option to me to return only replacement. That s is my mad experience with amazon.
",1,JBL T205BT,1799.0,JBL,T205BT
"Must buy
","All over nice product
",5,JBL T205BT,1799.0,JBL,T205BT
"Amazing
","Amazing
",5,JBL T205BT,1799.0,JBL,T205BT
"Not comfortable.
","Not comfortable - ears will feel pain after 15 mins of listening
",2,JBL T205BT,1799.0,JBL,T205BT
"Not as good as expected....
","Not upto the mark...1-bluetooth gets disconnected intermittently, say if you have not used for sometime..need to reconnect2-not fitting properly  to the ear.3-Battery life just okSuggestion: can try some other alternative
",2,JBL T205BT,1799.0,JBL,T205BT
"Low Battery
","Everything is great. But the battery is worst. You can only use it for 1 hour straight and then you have to charge again.
",3,JBL T205BT,1799.0,JBL,T205BT
"Bass effect ð??¥
","It has a very good bass effect for this price.. worth and excellent product .. received in authentic condition..
",5,JBL T205BT,1799.0,JBL,T205BT
"Doesn't fit properly
","It keeps felling from ears... It does not fit properly... Although the sound quality and connectivity was great.... I am returning this and ordered In-Ear Model..
",3,JBL T205BT,1799.0,JBL,T205BT
"very poor quality
","the product was fake
",1,JBL T205BT,1799.0,JBL,T205BT
"Change the design of the bud JBL
","Best wireless earbuds in this range but still I returned it because of the design. The bud design are damn uncomfortable and will give you a pain after a while as there is no rubber buds. Otherwise wonderful sound and bass is also pure
",3,JBL T205BT,1799.0,JBL,T205BT
"Super
","Good product
",5,JBL T205BT,1799.0,JBL,T205BT
"Sound quality a cut above the rest.
","Works flawlessly. Best sound.
",5,JBL T205BT,1799.0,JBL,T205BT
"Great buy.
","Sound is very balanced. Bluetooth range is very NICE, it doesn't disconnect like other cheap headphones. Notice cancellation is not supported by this headphone hence it would be unfair to rate it on that.
",5,JBL T205BT,1799.0,JBL,T205BT
"I love it
","Great, fantastic and good sound quality with super bettery life. I love it so much. Thanks jbl. Thanks for the product
",5,JBL T205BT,1799.0,JBL,T205BT
"good Bluetooth earphone
","best sound quality
",5,JBL T205BT,1799.0,JBL,T205BT
"Awesome....
","Awesome
",5,JBL T205BT,1799.0,JBL,T205BT
"Before you buy this please have a look at my review.
","First of all let me tell you the cons of this productCONS:--> Ergonomically poor design, the buds do not fit in ear they tend to slip off since it's metallic.--> Since it's not a in ear type and metallic, you can't keep the buds more than 30min, you start getting pain.--> Length of the cable is not as shown in the display images, it's lengthy and gets tangled.--> Button quality is not up to the mark. Ok ok--> Battery life is poor. It does not even last for 4 hours.--> Never expected JBL would do such poor engineering and did very bad ergonomic design for this product.--> Since the bud size is small I thought I could use it while riding bike with my helmet on. But as I told it's so slippery, there is no way you can use it with your helmet on. I was very disappointed with all these points.PROS:--> Sound quality is good. No complaints on that.I would definitely not suggest this product to anyone. It's up to you all.
",1,JBL T205BT,1799.0,JBL,T205BT
"stopped working in 15 days
","stopped working in 10 days and now 8 have to waste time to avail the guarantee, wound quality not soo good. if u r buying to use it in a helmet then it will be of no use.
",1,JBL T205BT,1799.0,JBL,T205BT
"Average earphones
","Average sound quality. Not comfortable in long usage.
",3,JBL T205BT,1799.0,JBL,T205BT
"Value for money
","Very good worthy product.
",5,JBL T205BT,1799.0,JBL,T205BT
"Quality Earphones
","one negative point.always on indicator light.sometimes it irritates in nighttime.
",4,JBL T205BT,1799.0,JBL,T205BT
"Not ok
","Not worthy
",2,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Best earphones
","One of the best products i have used till date after CX 180
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Good quality for voice calls and decent for music
","Good quality for voice calls and decent for music. Not heavy on the bass like Sony headphone. But surely worth the money and build quality is superb.
",4,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Don't think...Go for it
","For the people out there who wanna enjoy the music with good head set, definitely go for it
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Very good product
","ð??ð??ð??
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"sound quality
","overall nice product......
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"senheiser head phones
","gud product..value for money n excellent satisfactory abou item...clarity is superb..im voting dis product to buy who are looking for head phones....finally great delivery from AMAZON...thank you
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Best earphone ever used
","Best for me
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Nothing can beat the quality of Sennheiser
","Its an magnificent product, with outstanding effects. The packing and delivery was up to date. I love this company. They always go for perfection only.
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Awesome product
","omg what a sound clarity just go for it.bass is very good.thanks for Amazon for this amezing product.
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Four Stars
","Nice headphone ....lovely soundBuild quality is very goodI like it
",4,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"No nonsense reliable and Fidel workhorse of earphones
","First things first, this is not a noise cancellation earphone. It's runner plugs keep outside sound from reaching the ear drums. These reproduce sound as close as possible to the source without modifying it. Although the wires look thin they are strong enough to bear daily tugs and snags, and won't break easily. No nonsense reliable earphones that are a reliable workhorse of ear phones.
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Exotic sound xperience...
","Got it delivered by amazon..no review required fr delivery.. Its amazon :)Best earphones @ range 1500..Well balanced sound...mids..lows..vocal..nd bass booooom....Mind blowing music xperience..Comes with 2 yrs warranty... None of others wld ever come wit 2 its always one....Again warranty wont cover physical damage..nd dats big thing to consider...this are really vry delicate ones...you need to b vry carefull handling them..Do wait fr 3-4 days...burn it...mids do come out to an great extent...With Sony experia walkman..you do need to play with equilizer to get expected output..Overall it rocks...better than MDR30 & JBL's...
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Good but could have been better
","Good but could have been better.Bass is nice.But there is very less difference in cx180 n this.
",4,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"awesome product nice voice quality i have got it only ...
","awesome product nice voice quality i have got it only in 1300 rs may be i m a lucky one
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Best headset you ever buy in your lifetime.
","Great sound and Awesome Bass. Ultimate comfort in wearing. Sennheiser for a reason.
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"... quality (very clear sound in huge traffic too) is amazing. I've been using this ear phone since last ...
","Sound quality (very clear sound in huge traffic too) is amazing.I've been using this ear phone since last 6 months and till now didn't face any problem.We can use this ear phone while riding bike.
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"superbly manufactured at its best..
","After buying this superb piece of earphones, I can truly say you that the performance is so impressive,  you can't even think of !! beat it.. play it.. enjoy it..
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Sound quality is too good. But it's too loose for the right ear
","Sound quality is too good. But it's too loose for the right ear. Comes out too often. I tried with different buds. Still not sticking to the ear properly.
",4,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"About Earphone
","Material and packing is goodSound quality is awesome
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Mic Stopped working after a year, but replaced with brand new one in warranty
","Sennheiser is always worth for the price. This is absolute noise reduction. Though mic stopped working after a year,  got it replaced hassle free in a day coz of the 2 years replacement warranty.
",4,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Disappointing.
","After seeing all the reviews was having very high expectation but the product disappoints!!! The product I received had no bass..nothing at all!!! May be a faulty product.Ordered JBLT200A instead and its a lot better one with very less price.
",2,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Sound quality is good
","Sound quality is good. satisfied
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Dont buy this instead get sony
","Worst set of earphones i ever used one side stopped working under 2 months thw wire is very thin and delicate ...next time they should build more durable earphones
",1,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Good sound quality
","Wire is not so good, tangle problem. but sound quality is amazing. Bass is superb.  2-3 days after purchase sound was not good. I thought that I wasted my money but on regular(daily) listening the sound quality was improved and Iâ??m totally satified with this earphone.
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"s i used previous version of earphones but without MIC they were awesome.. this would give out best once you ...
","some how found the quality to be delicate of wire., very delicate.. p.s i used previous version of earphones but without MIC they were awesome .. this would give out best once you tweak your phone software of audio output.. rest assured a decent piece
",4,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
"Most amazing music experience among all earphones I had so far
","Most amazing music experience among all earphones I had so far.5 star for music quality.4 star for build quality.Wish it would have been a better built product.4.5 star over all.
",5,Sennheiser CX 6.0BT,5362.0,Sennheiser,CX 6.0BT
